sample_index,sample_id,domain,official_split,role,class_name,class_id,archive_filename,archive_member,relative_path,content_sha256,byte_size
3867,310354afc5c20067bfb16937a900be80e14f331814587ddea81590f8b03742ca,clipart,train,anchor_pool,harp,32,clipart.cleaned.zip,clipart/harp/clipart_139_000134.jpg,clipart/train/harp/clipart_139_000134.jpg,535919c7ec2e450821a97a1496ce7e6f16d945263250664bc2b713e71e317d74,67492
3868,4af6947f832897c23b2f967dc6459af5b7324e44689887eee7540ee1f584a07b,clipart,train,anchor_pool,bathtub,6,clipart.cleaned.zip,clipart/bathtub/clipart_022_000019.jpg,clipart/train/bathtub/clipart_022_000019.jpg,f55a5e3f7c502db05f3b65da10fc1bb05472398911a5d8c054eeb02fde407d43,37789
3869,932e05e9278d48723cadaffe4e01ec7eac9ac050b491547425f6e26d3223c4b2,clipart,train,anchor_pool,mug,53,clipart.cleaned.zip,clipart/mug/clipart_195_000017.jpg,clipart/train/mug/clipart_195_000017.jpg,5b9fd441a04a333d31cb168395f1232ca3a27038d060456874f809bf10bdbcb7,24018
3870,e1eb7172cb47045dc0e75a73c02fee49633104de041d9199f08f6adf928f9945,clipart,train,anchor_pool,see_saw,72,clipart.cleaned.zip,clipart/see_saw/clipart_257_000110.jpg,clipart/train/see_saw/clipart_257_000110.jpg,5747393496213a6f47bd5297ad3161d7ce93f16fb08eb3107c033b05f7e75931,3988
3871,f45bd6a84a3ea66ac4c63290c7c75f4bfbb4a0840a9e6ab25a264fa722fa22e2,clipart,train,anchor_pool,whale,95,clipart.cleaned.zip,clipart/whale/clipart_337_000101.jpg,clipart/train/whale/clipart_337_000101.jpg,18f6542276914704e914ff3dc63fb85592d77c7317d2cc427be6e4d831103bbb,27797
3872,0871e9e55bbe9cc36406565b4b4ef85c3998c8d3dd4e5195545b9f35cfbc4d0a,clipart,train,anchor_pool,paper_clip,58,clipart.cleaned.zip,clipart/paper_clip/clipart_211_000022.jpg,clipart/train/paper_clip/clipart_211_000022.jpg,4870f838e997b27f3a56c30ff6184a1bf364dbe9fca702b00d4120c6ec54f0ce,4551
3873,7168868fb219e2fbc7426d11fb343a5e7c8b3b4f4bd9d7db174742a5cc34f3a1,clipart,train,anchor_pool,bracelet,11,clipart.cleaned.zip,clipart/bracelet/clipart_040_000260.jpg,clipart/train/bracelet/clipart_040_000260.jpg,e1535722c53c03d8d6c75b89b7856084fa534064429292136ab32c83c57d114e,36151
3874,63b40cfd3414ceb15694013c47f4a6289d7f68812228ec84429b844a4bc5b309,clipart,train,anchor_pool,tornado,86,clipart.cleaned.zip,clipart/tornado/clipart_319_000070.jpg,clipart/train/tornado/clipart_319_000070.jpg,f98b9e06541547c357c63a4961a3549a7b85b5bd3fad272081467d44eedc9b4e,14615
3875,ffecaba357c827694fcd5f5f5c7af3457773286322887e23536f333753400a78,clipart,train,anchor_pool,penguin,61,clipart.cleaned.zip,clipart/penguin/clipart_219_000055.jpg,clipart/train/penguin/clipart_219_000055.jpg,c7029571c99fa586bbc6b905ec7a535dcc6784501d0c2d17bc1bfbe5dbf35dfc,16849
3876,97a9e5b22ea2a57d4b45635f8ad1be0994c6b971f2df45138b7fe69b13a1570f,clipart,train,anchor_pool,see_saw,72,clipart.cleaned.zip,clipart/see_saw/clipart_257_000020.jpg,clipart/train/see_saw/clipart_257_000020.jpg,5e38711643aa0577d9bd7297670b162e398df2d048920ff7f69cb9b880ac21e8,38424
3877,d247b5423949004465567cde35b1918ce536bafeabe9f89b1c1ec49a9da926a7,clipart,train,anchor_pool,toaster,85,clipart.cleaned.zip,clipart/toaster/clipart_313_000180.jpg,clipart/train/toaster/clipart_313_000180.jpg,5aa2789c3736e6194bd6fd5317d39c85ef8681d43fcd2f85befe76502c20c568,41995
3878,5baf4a8ca7671f6d68cd543876cb504034095d3bf75b4e1943bd10d9c60aa9dc,clipart,train,anchor_pool,helmet,36,clipart.cleaned.zip,clipart/helmet/clipart_144_000135.jpg,clipart/train/helmet/clipart_144_000135.jpg,a5db96c94d093a0a777b580c93f3b3287554b3894e463898899ee4296d1386f1,12817
3879,c31b689eff4befb77595c0c72835c9394995e13ecf9bd594edb4d63dd6393470,clipart,train,anchor_pool,suitcase,82,clipart.cleaned.zip,clipart/suitcase/clipart_295_000242.jpg,clipart/train/suitcase/clipart_295_000242.jpg,dac2bf794e0dca2d467dd2f11f34370b780b250dcae532f218e9dc1b11d3cfc2,49983
3880,d148917a4f3d8b33d757f1b91b432660b5028e6cd70b5973a4ad2edceee5527b,clipart,train,anchor_pool,popsicle,67,clipart.cleaned.zip,clipart/popsicle/clipart_231_000109.jpg,clipart/train/popsicle/clipart_231_000109.jpg,78ca0f77e6006feec90a0f8edc01b7a92b2a4cf5c3829c779a5b527f053e566e,19990
3881,1a7b4d25e1e0af49a1f3cef3ecd4315a86cc87ca924dfc358815b80c5d2876a6,clipart,train,anchor_pool,The_Mona_Lisa,1,clipart.cleaned.zip,clipart/The_Mona_Lisa/clipart_311_000009.jpg,clipart/train/The_Mona_Lisa/clipart_311_000009.jpg,a86ed7b903c98ec932586930ffed9520d363ac8f0db1f72e16d07fed0c2c41b9,31633
3882,a08a6f774ab0785bd6b1a92bfc769275d7d9bef008529fb51155022810019d62,clipart,train,anchor_pool,camel,15,clipart.cleaned.zip,clipart/camel/clipart_055_000069.jpg,clipart/train/camel/clipart_055_000069.jpg,618a3f20b07d8d760184ffd02a83ea360b58f71f86d46032e62e268048d3f2e1,18041
3883,d98718313e97b6e73c945de775375237cece132686083025a6eabe26ca771fee,clipart,train,anchor_pool,squirrel,78,clipart.cleaned.zip,clipart/squirrel/clipart_282_000111.jpg,clipart/train/squirrel/clipart_282_000111.jpg,8125c4fe3aa469094492732612748cc119265e3df1bc9fe6ceb3978cab5cd520,32159
3884,cb639df088e1fb01454154590ecd95fe6505ff7a863aa45e4acd7cd803fff309,clipart,train,anchor_pool,vase,92,clipart.cleaned.zip,clipart/vase/clipart_332_000060.jpg,clipart/train/vase/clipart_332_000060.jpg,630fa3ab7e46c63c6a8601fed032cb4564f857e99fae2ce0a88aacc4bd4d5335,84715
3885,b33493a1fd3342a7b4fb0952e54fc70913c9b0b123f81e8f071fa5f3bc04ad87,clipart,train,anchor_pool,broom,12,clipart.cleaned.zip,clipart/broom/clipart_045_000144.jpg,clipart/train/broom/clipart_045_000144.jpg,cd3058aac663ac62a900393318271262e0dee0061e437085eb701dceb7999a39,26115
3886,ecbd337c4fcb72333ae3027161de93b6a8db8f8d396cf1ac650816ee64dbd3c7,clipart,train,anchor_pool,angel,3,clipart.cleaned.zip,clipart/angel/clipart_005_000113.jpg,clipart/train/angel/clipart_005_000113.jpg,0ff6b1e27628bfe67a7a941e1e83109c09a0a132f85b9f16a6ac341deaa822cc,21900
3887,5557cae8ddd60a0f24d90d2287cbc5961e5e9ce0fa1b86ef05488bddab00fe95,clipart,train,anchor_pool,streetlight,80,clipart.cleaned.zip,clipart/streetlight/clipart_292_000321.jpg,clipart/train/streetlight/clipart_292_000321.jpg,3cdfe20d128f14e2d599b1a01fab6d6c3ff427f939183666d15fd8c9130df5d4,9200
3888,9f20509b1e09a6e78ef811ef3d6827907d8ca5e4405f51cc10196b481f5abae7,clipart,train,anchor_pool,underwear,91,clipart.cleaned.zip,clipart/underwear/clipart_330_000103.jpg,clipart/train/underwear/clipart_330_000103.jpg,2d937ce1fd3254847edb2cac91a64faccaecd61bd0758beb50f33a3f670e8632,22488
3889,a3f1ecb17d01ec8c83f56645b3aa3fd9baad17497d48528364f53fd513b8882d,clipart,train,anchor_pool,traffic_light,88,clipart.cleaned.zip,clipart/traffic_light/clipart_321_000033.jpg,clipart/train/traffic_light/clipart_321_000033.jpg,b38df132aa1138322a5d07da167bca7b87b41bb6ad91957b55549c281ba63e0b,45790
3890,18822ed6a55c4c38eb6c389f04cdb543cd1a16484e67eb6c39409f54fdc5e061,clipart,train,anchor_pool,sleeping_bag,74,clipart.cleaned.zip,clipart/sleeping_bag/clipart_267_000009.jpg,clipart/train/sleeping_bag/clipart_267_000009.jpg,e73c7368295b43996cd766e36e36975bf3d7bacf200beb1d7cb4154e7fab58e1,82172
3891,fe92ea7f2fdcea4bb9261cc75dd882e9f008ca2bd1b36a045cd035a40f39fcc1,clipart,train,anchor_pool,horse,38,clipart.cleaned.zip,clipart/horse/clipart_148_000201.jpg,clipart/train/horse/clipart_148_000201.jpg,c60b02c3de2b70e48767468ef00541dc62620ed44ef0b72570992c23a690a096,6067
3892,f2b83a81f34be0abce1d1a6d0061232f75a04a182e1fb08f034953b5951a1025,clipart,train,anchor_pool,bracelet,11,clipart.cleaned.zip,clipart/bracelet/clipart_040_000063.jpg,clipart/train/bracelet/clipart_040_000063.jpg,2cd4d1eb2ba02816d3dd38a5f45da310a8e68d1c3002946f552a21f7318ba24d,16806
3893,4ffd25b2d59bd1fdea2400851693f7368dbbee4914cd550f052fcbf22a9bd316,clipart,train,anchor_pool,hockey_stick,37,clipart.cleaned.zip,clipart/hockey_stick/clipart_147_000137.jpg,clipart/train/hockey_stick/clipart_147_000137.jpg,5f9f1e230da3031f41974e8f24fa6cdb5f8a9e455a96b3911688e9a9302278ed,21528
3894,a187423505a5c6feed983984a0df6ea3a46a5c2ad6f735b5397de6779b90156f,clipart,train,anchor_pool,frying_pan,31,clipart.cleaned.zip,clipart/frying_pan/clipart_127_000036.jpg,clipart/train/frying_pan/clipart_127_000036.jpg,46917c4950ae255cd46cae0fe8dca20e1eddfb1e72bd75d1abe28abc4f2abf74,12516
3895,2ba7b39606c56314ff94982b7d282936585161bb6646e0c55722315a5f46e30a,clipart,train,anchor_pool,elbow,24,clipart.cleaned.zip,clipart/elbow/clipart_103_000129.jpg,clipart/train/elbow/clipart_103_000129.jpg,c93f26f87cabfa36dd24a0496190c0249541950aefcebcbb3ed50aa7cc5386d1,16482
3896,d9cf36077b6b0fde115542b2b0e983b2711fdfa3e12646c193d00ff318bfd5aa,clipart,train,anchor_pool,tornado,86,clipart.cleaned.zip,clipart/tornado/clipart_319_000108.jpg,clipart/train/tornado/clipart_319_000108.jpg,0b3cd8c71cddbe3781081551554d689b0dd375ace7ba447e4ed24ae8d98cbd0f,27821
3897,69375988183125e7083af038a463f77d1022d3c72d5d6354395e8c8d2b855f0c,clipart,train,anchor_pool,hat,33,clipart.cleaned.zip,clipart/hat/clipart_140_000018.jpg,clipart/train/hat/clipart_140_000018.jpg,7fe508cbbbe335d1694b4ffb1391c6cb9ddfc8d1571aeaa41c6b5e3aff21a403,29656
3898,ab4308c35af95a0d38be7e101079691edee107ec769c4dc43f7b0993ae812568,clipart,train,anchor_pool,yoga,98,clipart.cleaned.zip,clipart/yoga/clipart_343_000041.jpg,clipart/train/yoga/clipart_343_000041.jpg,f75a9281eb4bce930740ad54ad72fac83c0cefdde604e96f6542001c5e0f773d,16832
3899,818d6a726699e0b145690a40c6f147a8aea818836dc56992bb6c9eec7b7a1594,clipart,train,anchor_pool,horse,38,clipart.cleaned.zip,clipart/horse/clipart_148_000031.jpg,clipart/train/horse/clipart_148_000031.jpg,487d39de0578020deabd65c27a9ba08e4451d85dedab45289a9654a3a412423b,17761
3900,c0df0e2a6678281f26e4f085a2e3ebbc6899f7be5fc17482937343784eff6c32,clipart,train,anchor_pool,fire_hydrant,27,clipart.cleaned.zip,clipart/fire_hydrant/clipart_114_000057.jpg,clipart/train/fire_hydrant/clipart_114_000057.jpg,a2007d24a7855acf648a3d05bc6e3250c688d71c783b7c542aca0abe1d9a8b97,26465
3901,82d3de02cff48f28167a5707d1f265edf2075bfc92f07bc964dcb47b3409a6b0,clipart,train,anchor_pool,horse,38,clipart.cleaned.zip,clipart/horse/clipart_148_000071.jpg,clipart/train/horse/clipart_148_000071.jpg,722a19dd1c2899a0d91a3eac0e348dad20ba1d359813aa4f64c6087a0e716d16,24873
3902,21867ab97fd60c7ddb53c8aa6f95f3e25280ec9164519fc7ff3cc5e4a705449d,clipart,train,anchor_pool,paper_clip,58,clipart.cleaned.zip,clipart/paper_clip/clipart_211_000104.jpg,clipart/train/paper_clip/clipart_211_000104.jpg,e816d8a338137ff82839dda083d3b580a74ac56e891bac0250a52410efb79d04,28504
3903,ceed6984ad2a2514190884275b642df6635269f7713fec800e95caa408662d56,clipart,train,anchor_pool,lighthouse,44,clipart.cleaned.zip,clipart/lighthouse/clipart_172_000055.jpg,clipart/train/lighthouse/clipart_172_000055.jpg,a39c9b2f1ac9ce3e267ebff63b61c1e37027062c11344244b29c709dea2ac82f,16310
3904,f3150d8f192cf4526ad8523eec890f1ddf243559f2a988b821c02e1c2d85ab36,clipart,train,anchor_pool,headphones,34,clipart.cleaned.zip,clipart/headphones/clipart_141_000219.jpg,clipart/train/headphones/clipart_141_000219.jpg,e4c67f2179b30c29b85ebfd43767321d9314d521fdf7dcc86215aced498d5573,13570
3905,654678084865934e008e4c9c15bbcaeee31c325f2c807437968118c51c7fa3be,clipart,train,anchor_pool,stairs,79,clipart.cleaned.zip,clipart/stairs/clipart_283_000068.jpg,clipart/train/stairs/clipart_283_000068.jpg,b2b4c14e1d284c432853804c1757f55a6763178264f8a34a09ffd1636fa0551c,31490
3906,7a981921f6e5ef00e8b85dcf69d93fb95b851b30eef1ab4ff367515408f81030,clipart,train,anchor_pool,bracelet,11,clipart.cleaned.zip,clipart/bracelet/clipart_040_000242.jpg,clipart/train/bracelet/clipart_040_000242.jpg,003371277afa191f0e4a42cbf935b7885dd140352cfa7e19460dc98bb60acee9,52668
3907,2e3c8c96ebd9cbbedac0954399df2fb94cd6886f170137480a425c85808a2cd4,clipart,train,anchor_pool,calculator,14,clipart.cleaned.zip,clipart/calculator/clipart_053_000019.jpg,clipart/train/calculator/clipart_053_000019.jpg,2e1b4f1961e2157a973e03f51a08bceb933981379a80529009907890389a223c,41035
3908,c4a84f4361a716d0839fb6d9e6fcb7282e8f9615c1d6890f2c7b87ef368dd36d,clipart,train,anchor_pool,wine_glass,97,clipart.cleaned.zip,clipart/wine_glass/clipart_341_000093.jpg,clipart/train/wine_glass/clipart_341_000093.jpg,1ba37e2d99497fca5f187c6d6a2e4e21602a1cf433c0d82aad46ab97a3d7b8fe,15012
3909,126a175796d86daa1d76499e8bfc3d789550423bd7b5cd1e8960d80c505b6e6e,clipart,train,anchor_pool,popsicle,67,clipart.cleaned.zip,clipart/popsicle/clipart_231_000233.jpg,clipart/train/popsicle/clipart_231_000233.jpg,80ff635d75770969528b7605e127a661046be7cfa7db0dad51cdc23f22346147,24179
3910,a1810ce856cdd545d333fc896b8b139ed27e6515f9be819ccb880f957df1b129,clipart,train,anchor_pool,whale,95,clipart.cleaned.zip,clipart/whale/clipart_337_000253.jpg,clipart/train/whale/clipart_337_000253.jpg,02527b38c996cba30905b4727b3be4f080a1db1e8f63949142dce37174415987,17082
3911,bbd1d4229e8fa2491463af00f83e09df0f415b4c742819133b5f2f677b690eac,clipart,train,anchor_pool,see_saw,72,clipart.cleaned.zip,clipart/see_saw/clipart_257_000264.jpg,clipart/train/see_saw/clipart_257_000264.jpg,5e1c4d55d7954e2ede46215e6516a433d27360d4612b979646d45d728e61cfe4,7951
3912,cf622a195b6b8c193f0c318b007a449f154277ca57081c14f6edaf7eb70d034a,clipart,train,anchor_pool,popsicle,67,clipart.cleaned.zip,clipart/popsicle/clipart_231_000234.jpg,clipart/train/popsicle/clipart_231_000234.jpg,86f2d42c3d2fe749a88a782e7fce2bba767c29962f282d29ae88adbc61e15c47,21673
3913,fb0c40d9f893ddc5bcfe950edcd58f08eca777c27462ebd7e71d89f143a90e60,clipart,train,anchor_pool,circle,18,clipart.cleaned.zip,clipart/circle/clipart_072_000187.jpg,clipart/train/circle/clipart_072_000187.jpg,7900b639d9153d03d748ea856f16d7994263399ad7a5b986c5b6a61dd607a8a7,19016
3914,5d9b0d62ce33a7525c54f0eff79adf0137125073fbbbf246232a5e90e85ba985,clipart,train,anchor_pool,fan,25,clipart.cleaned.zip,clipart/fan/clipart_110_000096.jpg,clipart/train/fan/clipart_110_000096.jpg,42c620e9e3c57f767e02d0aafae526600afaaebdb4885a5cbf4aacba6a67ffda,13544
3915,5f76b22609ac927a0a37bf66917e83b5871154ef9d621cc721d41cc5b61ed8bf,clipart,train,anchor_pool,zigzag,99,clipart.cleaned.zip,clipart/zigzag/clipart_345_000118.jpg,clipart/train/zigzag/clipart_345_000118.jpg,2ce0b32f5d6bab15dcacfcc20532b6fb5a407c4dc9970da951e8f214f84bd21a,46189
3916,a132e51a659bd8efa289cae1539de53f39be8dab9dad6ae81cb9fe986ffb42c3,clipart,train,anchor_pool,flashlight,28,clipart.cleaned.zip,clipart/flashlight/clipart_119_000027.jpg,clipart/train/flashlight/clipart_119_000027.jpg,338f3a359f8b3b1a7ac97db3f0e4eec4a563f8e0b858872c61f0db67b40f86e3,44136
3917,22d6be18d1e66e81f0580d675726399bb51672d61386231035435970313074c8,clipart,train,anchor_pool,headphones,34,clipart.cleaned.zip,clipart/headphones/clipart_141_000197.jpg,clipart/train/headphones/clipart_141_000197.jpg,7a1a309a42e6c44c829c3a20ab3890c74a061b97d5cc72851073a66ffede092c,30989
3918,956f33840e4b53df95e01779c5b0789581ccad0d73dbf0e7a3037327de7fa6a4,clipart,train,anchor_pool,streetlight,80,clipart.cleaned.zip,clipart/streetlight/clipart_292_000092.jpg,clipart/train/streetlight/clipart_292_000092.jpg,b4fbb7cd1444458699c28b314456276e5f03d607fc71407c13bde530e8c666d7,26379
3919,b7216023331ba6d24a35872a4ab99f427d91dd0b73dd704a1720e78b504ba1db,clipart,train,anchor_pool,duck,23,clipart.cleaned.zip,clipart/duck/clipart_100_000044.jpg,clipart/train/duck/clipart_100_000044.jpg,2d628d9d8c8a52eb034a47d5342a9a9d0a54cc6d68750e922a27cbb107519fbc,35939
3920,64ff72fc0898d54948bd32be9c28bf98dec3c06b8b4842477085b15334833bdb,clipart,train,anchor_pool,rollerskates,70,clipart.cleaned.zip,clipart/rollerskates/clipart_247_000142.jpg,clipart/train/rollerskates/clipart_247_000142.jpg,29bfd4e557a923ea6a3c8a8bb740824a5e2c769827844246e121001acd2fe740,4566
3921,e145cdf8e5c74e1f2bce0f9f38702c9555a57ee147260f714b41ebd6fb6c9083,clipart,train,anchor_pool,lobster,45,clipart.cleaned.zip,clipart/lobster/clipart_177_000130.jpg,clipart/train/lobster/clipart_177_000130.jpg,7904779c5c8c3db6fad797c9e6d298a74504b4221751d7f739daf5cb6c402956,33280
3922,0c2c4f683a357e6a18e6458f324168492e559cdf02443bd373523e602a9a7da7,clipart,train,anchor_pool,tornado,86,clipart.cleaned.zip,clipart/tornado/clipart_319_000061.jpg,clipart/train/tornado/clipart_319_000061.jpg,9303f2c3dee9ae6f7c2f5444277700aafdae346abc9ffd939ede72b6512dc805,14791
3923,d43a37ef7df75a31246094cb3463689b1bc333f863a309ac28ecba2f82b47492,clipart,train,anchor_pool,popsicle,67,clipart.cleaned.zip,clipart/popsicle/clipart_231_000083.jpg,clipart/train/popsicle/clipart_231_000083.jpg,bb26579ecc8b2a6f6ae72964f30071db832820f79a094af8670d20d0e249d5c9,18069
3924,ff336fd9a16b9e19bfdf8279ab72cbae3258aaef98c1566e03a47684f7b0b5d6,clipart,train,anchor_pool,tree,89,clipart.cleaned.zip,clipart/tree/clipart_323_000056.jpg,clipart/train/tree/clipart_323_000056.jpg,40e1c97f33d5875b87320d005be8c5710beb726fd835481ca7fa6fc94065dcf8,7575
3925,636f266d869eb761b5d63b5792fb9edf7b2543afff1dedce55e1544dcc9f4a8a,clipart,train,anchor_pool,paper_clip,58,clipart.cleaned.zip,clipart/paper_clip/clipart_211_000043.jpg,clipart/train/paper_clip/clipart_211_000043.jpg,ee535bc16eb8a4efd78b4e709714964364e4fc49449bb3826a3d9f9bc79829f5,33377
3926,008f96a120e4cd735b106412dd54a233deea39b23c8ea10a676c4e5ada6b8194,clipart,train,anchor_pool,panda,57,clipart.cleaned.zip,clipart/panda/clipart_209_000067.jpg,clipart/train/panda/clipart_209_000067.jpg,61a9356e9a171480e9b2bce2552bd1f8fe627b571863a58c032e97d817f3cf16,32203
3927,b1929285d42b8944583687d34a4d9c55926a1cbff6505535097910ecfd650037,clipart,train,anchor_pool,necklace,54,clipart.cleaned.zip,clipart/necklace/clipart_198_000024.jpg,clipart/train/necklace/clipart_198_000024.jpg,602adb4b09de177c2461585e23c374087fb8597031a114440b8a86bd5743d96a,28410
3928,d612c7757cb34dcc027a7e537e62e5a8234f25ef7ae0b9faad88370f6236f290,clipart,train,anchor_pool,candle,16,clipart.cleaned.zip,clipart/candle/clipart_059_000038.jpg,clipart/train/candle/clipart_059_000038.jpg,7e613431d8b44c0da1c57fe988820a09406c068b4690ab83079c0c575feb2d5a,17174
3929,3ee9336e3624855feaac40fb4a8e16dc7adeb1e3410e4b20a7323377952b46dd,clipart,train,anchor_pool,tornado,86,clipart.cleaned.zip,clipart/tornado/clipart_319_000131.jpg,clipart/train/tornado/clipart_319_000131.jpg,2f908029daa28fa07a4212be67844b121c099771a873084c0deba6b3a5f89aba,30443
3930,4d30738f7288dde4cc5ec067b66b777dc0dbcf6c57f395d876da2a5b7f0f6dbe,clipart,train,anchor_pool,suitcase,82,clipart.cleaned.zip,clipart/suitcase/clipart_295_000222.jpg,clipart/train/suitcase/clipart_295_000222.jpg,def849dcb096e4dd3ad03db4c52fb1125c53abdbdbe06ffe2aea15f9771e3292,18623
3931,fc1abf772cd65465e3d8ccdfd2e4fa2952fc55996e74332f8eee0a533491955d,clipart,train,anchor_pool,wine_bottle,96,clipart.cleaned.zip,clipart/wine_bottle/clipart_340_000208.jpg,clipart/train/wine_bottle/clipart_340_000208.jpg,b8664aedf8d94b64ff0320866f18fb7159ed4b057416861518018728b99ade8e,13568
3932,f4728d2db1682be75c8ed828a1657964c0d7d92b75ad847909f28fcf379a9d1d,clipart,train,anchor_pool,feather,26,clipart.cleaned.zip,clipart/feather/clipart_111_000145.jpg,clipart/train/feather/clipart_111_000145.jpg,94a8cec18e6367ced75cbd6b56bd7b91b00fecc4d0655bd2806b1f0d94c4f7bf,17807
3933,69ea454e0bc0a7b433d6a0d83ba3e8311ce4b7773151817ac21bdb6b943f1e1b,clipart,train,anchor_pool,stairs,79,clipart.cleaned.zip,clipart/stairs/clipart_283_000333.jpg,clipart/train/stairs/clipart_283_000333.jpg,4963c5465e6330f70d884ae51d9832cccb512a01be0f7d8a7e4188d2a7adf6b9,6220
3934,c0b4783e48fea7922b414337648484bd2f5c6fecd332dc0557d27b0d779a815b,clipart,train,anchor_pool,popsicle,67,clipart.cleaned.zip,clipart/popsicle/clipart_231_000144.jpg,clipart/train/popsicle/clipart_231_000144.jpg,d250fb188605fc3c69d131f462b359f826932039e4ced6a292c9afb4238ff145,27780
3935,b7894fdb5f2529baa1813da85eae24a18e65acfc9a0e09c79f3f870dd1c6a385,clipart,train,anchor_pool,angel,3,clipart.cleaned.zip,clipart/angel/clipart_005_000050.jpg,clipart/train/angel/clipart_005_000050.jpg,03a03202ab3ca8b9b8cab4631f088ee9c198bbf4f6637118169ff02987675cc3,15140
3936,434d92e516007c39bfc7c186ca294142a5cce5b71183a8ec66b2f8ad7b00f19b,clipart,train,anchor_pool,headphones,34,clipart.cleaned.zip,clipart/headphones/clipart_141_000130.jpg,clipart/train/headphones/clipart_141_000130.jpg,1c6e7ca88b427fd0273f97d710bd91242abd1b58c4146562ad0229db4e33254d,29053
3937,2ab0410c886b6aa113ed38de43390812cf9a97a3366ec0a638a0f1df9615c5e6,clipart,train,anchor_pool,suitcase,82,clipart.cleaned.zip,clipart/suitcase/clipart_295_000094.jpg,clipart/train/suitcase/clipart_295_000094.jpg,cd6c6397a88166921b656ec15dacc3bbc08fd2d4f2c5f3aa6f6d20fc11b8f731,20115
3938,63c7bfc443b1dc7d6ea2e002de6e70e54f70e40e41b1443f3b090a3e36f278a9,clipart,train,anchor_pool,circle,18,clipart.cleaned.zip,clipart/circle/clipart_072_000163.jpg,clipart/train/circle/clipart_072_000163.jpg,479d5b3c766210ce35d613de11b85d85e59018e61b8c00e12267236d99000e49,34084
3939,c2b05c5f52d915bd96ba6331f2c4fb9aea7972b2852d1ab19db296a04db24604,clipart,train,anchor_pool,lighthouse,44,clipart.cleaned.zip,clipart/lighthouse/clipart_172_000103.jpg,clipart/train/lighthouse/clipart_172_000103.jpg,078708d88f41d3fe065b3adf1aa945c1da84505e86f1c19723c65575848ef175,9417
3940,c345709884ad39a14840f0a1d2ad5b4a2979aaf0d07fc4b3165f17ed9613fd2c,clipart,train,anchor_pool,stairs,79,clipart.cleaned.zip,clipart/stairs/clipart_283_000050.jpg,clipart/train/stairs/clipart_283_000050.jpg,5a000978d574ea56d7e4e68b4e4831f6f03d122386242fa79537e0448973bf79,20745
3941,631bc22d5863a8eff29c3a15208d49b41a34bfa15b8cf6f3b99e9270772094a0,clipart,train,anchor_pool,peas,60,clipart.cleaned.zip,clipart/peas/clipart_217_000031.jpg,clipart/train/peas/clipart_217_000031.jpg,cca3cda2c88f7f8c8efeefb06f26e46396dbe1f05193a79c43fb40ae730fed24,17699
3942,7ac70808e32a3bd7bbbf397bade46e085b1bde5a3e6fb034c70fe502dd7aeddd,clipart,train,anchor_pool,mug,53,clipart.cleaned.zip,clipart/mug/clipart_195_000129.jpg,clipart/train/mug/clipart_195_000129.jpg,2078e07343b59d7f6c8b93dc9b951501c62a9ec72c5094dc7dbf89ef2dbd6158,35660
3943,cb45bf6d95bd40f0598c215f10f6e6bc203b51f49b700a971a0a4460cc0fd01e,clipart,train,anchor_pool,tennis_racquet,84,clipart.cleaned.zip,clipart/tennis_racquet/clipart_307_000186.jpg,clipart/train/tennis_racquet/clipart_307_000186.jpg,bdb1cd595b7280fa976304b5f388ced2629c457b9d9ee9cc878b88384c1f92eb,42512
3944,f1f31753ac24b311dcf9452a22f11a39408b7becccaa53b4663a423f6afae2b9,clipart,train,anchor_pool,boomerang,10,clipart.cleaned.zip,clipart/boomerang/clipart_037_000002.jpg,clipart/train/boomerang/clipart_037_000002.jpg,d58a6f191a7e29ef3e9a56b4aa3b7726439ce28bc203ec00725957e1a621c78d,14637
3945,73293726d9033ad9cddbfa28a8e2bdabed10c7a9f3112e1940046d2fc3760393,clipart,train,anchor_pool,circle,18,clipart.cleaned.zip,clipart/circle/clipart_072_000005.jpg,clipart/train/circle/clipart_072_000005.jpg,c2320dc5453aae4769ee9c57770165ec68448d5295c8817369f43167df818dc6,42910
3946,0d1cdbcc8807271c1f1fa26c446c95d9ea0f4246e4998f0ce160d1fcd8a769f0,clipart,train,anchor_pool,elbow,24,clipart.cleaned.zip,clipart/elbow/clipart_103_000140.jpg,clipart/train/elbow/clipart_103_000140.jpg,86158689b02f674d754264cb03c2c6a2093655fa46c4e2afbdca2d5b91c8473c,12490
3947,0b3f7a82503e5a4afb2cd37789f99309966141f51418e1d989f9879c632c069b,clipart,train,anchor_pool,vase,92,clipart.cleaned.zip,clipart/vase/clipart_332_000027.jpg,clipart/train/vase/clipart_332_000027.jpg,63181b06d6902753917d98f262ec73bb734571c61a0455e035bb60244838ee6f,6447
3948,d87bf044b3f716f16aca36e3aee24f79cbcefff5e7572767e27c5d3028598689,clipart,train,anchor_pool,pickup_truck,63,clipart.cleaned.zip,clipart/pickup_truck/clipart_221_000041.jpg,clipart/train/pickup_truck/clipart_221_000041.jpg,fbd3f6d0d3e76fb2a8695e2c44ead4a6ad8e8fba5d078cdae21c3adce51eb9be,34817
3949,72460838625642a1d83e8c2b1635527411fb5e72b669aa57430679cd02ff0f11,clipart,train,anchor_pool,apple,4,clipart.cleaned.zip,clipart/apple/clipart_009_000040.jpg,clipart/train/apple/clipart_009_000040.jpg,db3fa85440d745e13366f056998286f830fb4e5fa2634cd2ab72ef8e74bd9dc8,47232
